net,length_um
alu_result_m_i\[16\],28.46µm
fetch_stage.thread_pc.t_pc\[3\]\[14\],28.44µm
_05130_,28.42µm
_06856_,28.4µm
_03496_,28.38µm
_04854_,28.38µm
_05292_,28.37µm
_06620_,28.36µm
fetch_stage.thread_pc.t_pc\[6\]\[0\],28.345µm
mw.read_data_w\[29\],28.34µm
_03078_,28.32µm
_05820_,28.32µm
_05114_,28.3µm
_07140_,28.28µm
fetch_stage.thread_pc.t_pc\[4\]\[26\],28.28µm
_01220_,28.26µm
_03237_,28.26µm
fetch_stage.thread_pc.t_pc\[1\]\[30\],28.24µm
_06549_,28.22µm
de.pc_plus4_e\[26\],28.22µm
fetch_stage.thread_pc.t_pc\[4\]\[0\],28.22µm
_05217_,28.2µm
_04897_,28.18µm
_06605_,28.18µm
_06767_,28.16µm
_01358_,28.14µm
_03311_,28.14µm
memory_stage.dm.ram\[5\]\[11\],28.12µm
memory_stage.dm.ram\[26\]\[25\],28.1µm
_05434_,28.08µm
_04175_,28.02µm
fetch_stage.thread_pc.t_pc\[2\]\[14\],27.985µm
memory_stage.dm.ram\[61\]\[27\],27.985µm
_03822_,27.98µm
_04356_,27.98µm
_04865_,27.98µm
_05158_,27.95µm
_03269_,27.94µm
_03523_,27.94µm
_03680_,27.94µm
_04628_,27.92µm
_03478_,27.9µm
_03155_,27.88µm
_05933_,27.88µm
_05330_,27.86µm
_05573_,27.86µm
decode_stage.rf.rf2_index2\[2\],27.85µm
_01655_,27.82µm
_02848_,27.8µm
_03850_,27.8µm
memory_stage.dm.ram\[38\]\[22\],27.8µm
fetch_stage.thread_pc.t_pc\[1\]\[9\],27.795µm
_06539_,27.78µm
_05837_,27.76µm
fetch_stage.thread_pc.t_pc\[6\]\[28\],27.76µm
_04855_,27.74µm
_05348_,27.74µm
_06064_,27.74µm
_01402_,27.72µm
_03189_,27.72µm
_04276_,27.72µm
_06592_,27.72µm
_06642_,27.72µm
_03261_,27.7µm
_04936_,27.7µm
_05830_,27.7µm
_05835_,27.7µm
_01382_,27.68µm
_01296_,27.66µm
_05271_,27.66µm
_05365_,27.66µm
memory_stage.dm.ram\[21\]\[26\],27.655µm
_03585_,27.64µm
_05262_,27.64µm
_05722_,27.64µm
_06004_,27.64µm
_06366_,27.64µm
_06513_,27.64µm
decode_stage.rf.rf2_index2\[0\],27.63µm
_05391_,27.62µm
_06183_,27.62µm
_06829_,27.6µm
_02832_,27.58µm
_04042_,27.58µm
_04223_,27.58µm
fetch_stage.thread_pc.t_pc\[1\]\[2\],27.58µm
_06406_,27.57µm
_03629_,27.56µm
_05107_,27.56µm
de.pc_d\[28\],27.56µm
_04634_,27.52µm
fetch_stage.thread_pc.t_pc\[1\]\[8\],27.52µm
fetch_stage.thread_pc.t_pc\[7\]\[26\],27.52µm
_02898_,27.5µm
_04071_,27.5µm
fetch_stage.thread_pc.t_pc\[7\]\[6\],27.48µm
_05191_,27.46µm
_05821_,27.42µm
_01281_,27.405µm
_05189_,27.4µm
_06059_,27.4µm
_06336_,27.4µm
_04919_,27.38µm
_05412_,27.38µm
fetch_stage.thread_pc.t_pc\[1\]\[13\],27.375µm
memory_stage.dm.ram\[12\]\[21\],27.36µm
clknet_leaf_22_clk_regs,27.36µm
_04233_,27.34µm
_04068_,27.32µm
_06060_,27.3µm
_06800_,27.3µm
_06049_,27.22µm
_06631_,27.22µm
_01324_,27.205µm
_04248_,27.2µm
_01343_,27.18µm
_05264_,27.18µm
_06485_,27.18µm
fetch_stage.thread_pc.t_pc\[3\]\[20\],27.18µm
fetch_stage.thread_pc.t_pc\[6\]\[4\],27.18µm
_05502_,27.14µm
_07041_,27.14µm
alu_result_m_i\[19\],27.14µm
_01776_,27.12µm
_03181_,27.1µm
de.pc_d\[2\],27.08µm
_03919_,27.075µm
_01571_,27.065µm
_04927_,27.06µm
_05142_,27.06µm
_05247_,27.04µm
_06771_,27.04µm
_07373_,27.04µm
_01684_,27.02µm
_06087_,27.02µm
fetch_stage.thread_pc.t_pc\[0\]\[17\],27.005µm
_04063_,27µm
_06674_,27µm
_05154_,26.98µm
mw.read_data_w\[22\],26.98µm
decode_stage.rf.rf2rd1\[22\],26.97µm
_01722_,26.965µm
_04889_,26.94µm
_05808_,26.94µm
memory_stage.dm.ram\[24\]\[26\],26.94µm
_05947_,26.92µm
_06057_,26.92µm
fetch_stage.thread_pc.t_pc\[1\]\[10\],26.92µm
_03922_,26.9µm
_05887_,26.9µm
de.rd_d\[1\],26.88µm
_02996_,26.86µm
_03879_,26.86µm
_06855_,26.85µm
_06065_,26.84µm
_07131_,26.82µm
fetch_stage.thread_pc.t_pc\[2\]\[0\],26.785µm
_05759_,26.78µm
memory_stage.dm.ram\[26\]\[1\],26.78µm
memory_stage.dm.ram\[4\]\[10\],26.78µm
_01351_,26.765µm
_04909_,26.76µm
de.pc_e\[3\],26.76µm
fetch_stage.thread_pc.t_pc\[6\]\[11\],26.76µm
memory_stage.dm.ram\[38\]\[1\],26.76µm
memory_stage.dm.ram\[5\]\[17\],26.74µm
_01495_,26.685µm
_06640_,26.68µm
de.pc_e\[8\],26.68µm
_03903_,26.67µm
memory_stage.dm.ram\[9\]\[19\],26.665µm
_06527_,26.66µm
mw.read_data_w\[26\],26.66µm
_03301_,26.64µm
_04859_,26.64µm
_06673_,26.64µm
_01531_,26.625µm
_03535_,26.6µm
_04317_,26.58µm
memory_stage.dm.ram\[62\]\[10\],26.58µm
fetch_stage.thread_pc.t_pc\[3\]\[18\],26.54µm
memory_stage.dm.ram\[6\]\[17\],26.525µm
_05138_,26.52µm
_01318_,26.5µm
_02988_,26.5µm
de.pc_plus4_e\[12\],26.5µm
de.pc_plus4_e\[11\],26.48µm
memory_stage.dm.ram\[11\]\[16\],26.48µm
_06007_,26.46µm
memory_stage.dm.ram\[9\]\[21\],26.46µm
_03524_,26.44µm
_03608_,26.44µm
_06502_,26.44µm
_03802_,26.42µm
_06886_,26.42µm
_05278_,26.39µm
memory_stage.dm.ram\[35\]\[13\],26.375µm
_03782_,26.36µm
_06111_,26.36µm
_01234_,26.345µm
_04863_,26.34µm
_05717_,26.34µm
_06690_,26.34µm
em.write_data_m\[26\],26.34µm
de.pc_e\[11\],26.33µm
_01541_,26.32µm
_04798_,26.32µm
_05149_,26.32µm
_03029_,26.315µm
_03981_,26.3µm
_04911_,26.3µm
_05111_,26.28µm
_04006_,26.26µm
_04531_,26.26µm
_06606_,26.26µm
_06664_,26.26µm
_05387_,26.24µm
fetch_stage.thread_pc.t_pc\[4\]\[23\],26.24µm
memory_stage.dm.ram\[31\]\[3\],26.24µm
_02850_,26.22µm
_03516_,26.22µm
_05174_,26.22µm
_05637_,26.22µm
_06360_,26.22µm
_03190_,26.2µm
_04219_,26.18µm
_05568_,26.18µm
fetch_stage.thread_pc.t_pc\[1\]\[24\],26.145µm
_04839_,26.14µm
_05844_,26.14µm
memory_stage.dm.ram\[2\]\[25\],26.12µm
_06381_,26.11µm
_03062_,26.1µm
_05470_,26.1µm
em.pc_plus4_m\[16\],26.1µm
_01640_,26.08µm
_03639_,26.08µm
_04557_,26.06µm
_05569_,26.06µm
fetch_stage.thread_pc.t_pc\[7\]\[16\],26.06µm
_01697_,26.04µm
memory_stage.dm.ram\[25\]\[13\],26.02µm
fetch_stage.thread_pc.t_pc\[5\]\[16\],26µm
fetch_stage.thread_pc.t_pc\[6\]\[18\],26µm
memory_stage.dm.ram\[58\]\[18\],26µm
_05980_,25.99µm
memory_stage.dm.ram\[2\]\[13\],25.985µm
_01344_,25.98µm
fetch_stage.thread_pc.t_pc\[0\]\[26\],25.98µm
memory_stage.dm.ram\[4\]\[30\],25.98µm
_03788_,25.975µm
_01763_,25.965µm
memory_stage.dm.ram\[5\]\[15\],25.965µm
_04901_,25.96µm
_06868_,25.96µm
_03342_,25.9µm
_03568_,25.89µm
_01392_,25.88µm
_03185_,25.88µm
_03246_,25.88µm
_05256_,25.88µm
_06095_,25.88µm
memory_stage.dm.ram\[6\]\[24\],25.88µm
memory_stage.dm.ram\[5\]\[0\],25.875µm
_04043_,25.86µm
_04188_,25.86µm
_05475_,25.86µm
memory_stage.dm.ram\[59\]\[26\],25.86µm
_03127_,25.84µm
memory_stage.dm.ram\[26\]\[26\],25.825µm
_05984_,25.82µm
de.pc_d\[10\],25.8µm
memory_stage.dm.ram\[27\]\[2\],25.78µm
_01753_,25.765µm
_01754_,25.765µm
memory_stage.dm.ram\[31\]\[11\],25.765µm
_05810_,25.76µm
_06218_,25.76µm
_07009_,25.76µm
_06043_,25.74µm
fetch_stage.thread_pc.t_pc\[6\]\[23\],25.74µm
_01229_,25.725µm
fetch_stage.thread_pc.t_pc\[3\]\[1\],25.72µm
_01773_,25.685µm
_02802_,25.68µm
fetch_stage.thread_pc.t_pc\[7\]\[20\],25.68µm
memory_stage.dm.ram\[34\]\[29\],25.645µm
de.pc_d\[14\],25.64µm
fetch_stage.thread_pc.t_pc\[5\]\[15\],25.64µm
memory_stage.dm.ram\[30\]\[5\],25.625µm
_03631_,25.62µm
fetch_stage.thread_pc.t_pc\[6\]\[14\],25.605µm
_05694_,25.56µm
fetch_stage.thread_pc.t_pc\[2\]\[22\],25.54µm
memory_stage.dm.ram\[41\]\[15\],25.54µm
_03299_,25.52µm
_06291_,25.52µm
fetch_stage.thread_pc.t_pc\[1\]\[17\],25.52µm
clknet_leaf_34_clk_regs,25.52µm
_07028_,25.5µm
de.pc_plus4_e\[13\],25.5µm
_01701_,25.485µm
_04165_,25.48µm
_06433_,25.46µm
memory_stage.dm.ram\[58\]\[6\],25.46µm
mw.read_data_w\[21\],25.46µm
mw.read_data_w\[31\],25.46µm
fetch_stage.thread_pc.t_pc\[2\]\[1\],25.445µm
_05454_,25.44µm
_05756_,25.44µm
_07030_,25.435µm
memory_stage.dm.ram\[59\]\[9\],25.425µm
_02865_,25.42µm
_04815_,25.39µm
_05772_,25.38µm
_07235_,25.38µm
decode_stage.rf.rf2_index2\[1\],25.37µm
_03060_,25.36µm
_03346_,25.36µm
_04488_,25.36µm
_04501_,25.36µm
_06797_,25.36µm
_01483_,25.345µm
_01694_,25.34µm
_03600_,25.34µm
memory_stage.dm.ram\[25\]\[11\],25.34µm
_03961_,25.32µm
_01380_,25.3µm
_03091_,25.3µm
_04374_,25.3µm
_05968_,25.3µm
_07158_,25.3µm
de.pc_e\[15\],25.3µm
de.pc_e\[4\],25.3µm
fetch_stage.thread_pc.t_pc\[6\]\[20\],25.3µm
clknet_leaf_148_clk_regs,25.3µm
_04560_,25.28µm
memory_stage.dm.ram\[13\]\[14\],25.28µm
_01333_,25.265µm
_01645_,25.265µm
_06392_,25.26µm
_03874_,25.24µm
_06595_,25.24µm
_01647_,25.225µm
_06510_,25.22µm
de.imm_val_e\[1\],25.21µm
_07094_,25.2µm
memory_stage.dm.ram\[19\]\[10\],25.18µm
_05440_,25.16µm
_01468_,25.145µm
_03777_,25.14µm
_05959_,25.14µm
_07062_,25.14µm
_01319_,25.12µm
_05773_,25.1µm
_07057_,25.1µm
de.pc_e\[26\],25.08µm
_04899_,25.06µm
fetch_stage.thread_pc.t_pc\[1\]\[5\],25.05µm
memory_stage.dm.ram\[40\]\[10\],25.045µm
_05937_,25.03µm
_05253_,25.02µm
_05853_,25.02µm
_06540_,25.02µm
_03421_,25µm
_04420_,25µm
_06981_,25µm
de.pc_d\[21\],25µm
_03737_,24.98µm
_05755_,24.98µm
_06349_,24.98µm
de.pc_e\[7\],24.98µm
mw.read_data_w\[20\],24.98µm
_00855_,24.965µm
_05979_,24.96µm
_03755_,24.94µm
_05908_,24.94µm
em.pc_plus4_m\[1\],24.94µm
_06304_,24.92µm
_07226_,24.9µm
_03824_,24.88µm
fetch_stage.thread_pc.t_pc\[7\]\[1\],24.86µm
memory_stage.dm.ram\[41\]\[5\],24.86µm
_03616_,24.84µm
_04884_,24.84µm
_05626_,24.84µm
_03133_,24.83µm
_01853_,24.825µm
_01280_,24.82µm
_07089_,24.82µm
memory_stage.dm.ram\[39\]\[22\],24.8µm
_05738_,24.795µm
_03285_,24.78µm
em.pc_plus4_m\[11\],24.78µm
_04239_,24.76µm
_06303_,24.76µm
_06632_,24.76µm
_07092_,24.76µm
fetch_stage.thread_pc.t_pc\[1\]\[15\],24.76µm
_06382_,24.745µm
_05164_,24.74µm
_05250_,24.74µm
_05827_,24.74µm
_04891_,24.72µm
fetch_stage.thread_pc.t_pc\[6\]\[10\],24.72µm
_04141_,24.7µm
_05297_,24.7µm
_06740_,24.695µm
_01214_,24.665µm
memory_stage.dm.ram\[61\]\[0\],24.665µm
memory_stage.dm.ram\[10\]\[25\],24.645µm
_03674_,24.64µm
_06136_,24.64µm
_06483_,24.62µm
mw.read_data_w\[25\],24.6µm
fetch_stage.thread_pc.t_pc\[3\]\[12\],24.58µm
fetch_stage.thread_pc.t_pc\[3\]\[29\],24.58µm
_02966_,24.56µm
_03859_,24.56µm
_04176_,24.56µm
_06427_,24.56µm
_01726_,24.545µm
_01321_,24.54µm
de.pc_plus4_d\[20\],24.54µm
fetch_stage.thread_pc.t_pc\[7\]\[14\],24.54µm
_03815_,24.53µm
_00871_,24.505µm
_03024_,24.5µm
_03834_,24.5µm
_03842_,24.5µm
_04315_,24.5µm
_04429_,24.5µm
_07011_,24.48µm
fetch_stage.thread_pc.t_pc\[3\]\[17\],24.48µm
_03606_,24.44µm
_05903_,24.44µm
fetch_stage.thread_pc.t_pc\[6\]\[24\],24.44µm
memory_stage.dm.ram\[39\]\[5\],24.42µm
_06447_,24.4µm
_05263_,24.38µm
_06794_,24.38µm
_04129_,24.36µm
_04622_,24.36µm
_04565_,24.34µm
de.imm_val_e\[16\],24.34µm
_01337_,24.305µm
memory_stage.dm.ram\[39\]\[28\],24.305µm
fetch_stage.thread_pc.t_pc\[1\]\[14\],24.29µm
_01729_,24.245µm
fetch_stage.thread_pc.t_pc\[2\]\[17\],24.24µm
memory_stage.dm.ram\[48\]\[10\],24.22µm
memory_stage.dm.ram\[57\]\[0\],24.22µm
_01250_,24.2µm
_02967_,24.2µm
_05282_,24.2µm
_05290_,24.2µm
_05285_,24.195µm
memory_stage.dm.ram\[13\]\[19\],24.19µm
_06790_,24.18µm
_07021_,24.18µm
_06251_,24.16µm
memory_stage.dm.ram\[15\]\[29\],24.16µm
_06960_,24.14µm
memory_stage.dm.ram\[38\]\[18\],24.14µm
memory_stage.dm.ram\[9\]\[31\],24.14µm
_04255_,24.12µm
_03772_,24.1µm
_06467_,24.1µm
_01688_,24.085µm
memory_stage.dm.ram\[34\]\[7\],24.08µm
memory_stage.dm.ram\[43\]\[4\],24.06µm
_04194_,24.04µm
_05209_,24.03µm
_06481_,24.02µm
_06716_,24.02µm
memory_stage.dm.ram\[9\]\[3\],24.02µm
_04319_,24µm
_03739_,23.96µm
_04866_,23.96µm
_03394_,23.945µm
_01737_,23.925µm
_02836_,23.92µm
_06414_,23.92µm
memory_stage.dm.ram\[56\]\[25\],23.92µm
_03022_,23.9µm
_03098_,23.9µm
_03666_,23.9µm
_05734_,23.9µm
memory_stage.dm.ram\[10\]\[4\],23.9µm
_03450_,23.84µm
fetch_stage.thread_pc.t_pc\[1\]\[23\],23.84µm
_03036_,23.8µm
_06669_,23.8µm
_05931_,23.78µm
_03830_,23.76µm
de.pc_e\[28\],23.76µm
clknet_leaf_162_clk_regs,23.76µm
_02910_,23.75µm
_04199_,23.74µm
_05598_,23.72µm
_06934_,23.72µm
_01638_,23.685µm
_03414_,23.68µm
_04412_,23.68µm
_05104_,23.68µm
_07334_,23.68µm
fetch_stage.thread_pc.t_pc\[0\]\[24\],23.665µm
_03226_,23.66µm
_05117_,23.66µm
_05863_,23.66µm
memory_stage.dm.ram\[6\]\[9\],23.645µm
_04903_,23.64µm
_07290_,23.64µm
_01232_,23.625µm
memory_stage.dm.ram\[29\]\[30\],23.625µm
_03391_,23.62µm
alu_result_m_i\[22\],23.62µm
memory_stage.dm.ram\[16\]\[18\],23.62µm
memory_stage.dm.ram\[24\]\[7\],23.62µm
_01477_,23.605µm
_03449_,23.6µm
_04217_,23.6µm
_04650_,23.6µm
_05951_,23.6µm
memory_stage.dm.ram\[62\]\[18\],23.6µm
_01353_,23.58µm
_03110_,23.58µm
_04913_,23.58µm
_05380_,23.58µm
memory_stage.dm.ram\[22\]\[4\],23.57µm
_04574_,23.56µm
_07136_,23.54µm
memory_stage.dm.ram\[0\]\[24\],23.54µm
_05818_,23.52µm
_05877_,23.52µm
em.write_data_m\[25\],23.5µm
memory_stage.dm.ram\[56\]\[12\],23.48µm
_01884_,23.465µm
_02947_,23.46µm
_06748_,23.46µm
mw.read_data_w\[3\],23.46µm
_01188_,23.445µm
_02883_,23.44µm
_05943_,23.44µm
fetch_stage.thread_pc.t_pc\[5\]\[17\],23.44µm
_06045_,23.42µm
_06764_,23.42µm
_07014_,23.42µm
_01249_,23.4µm
_01637_,23.4µm
_00715_,23.395µm
_02993_,23.38µm
_05919_,23.38µm
_01772_,23.365µm
_04922_,23.34µm
memory_stage.dm.ram\[9\]\[12\],23.34µm
_06979_,23.325µm
_06980_,23.32µm
_07258_,23.3µm
fetch_stage.thread_pc.t_pc\[3\]\[8\],23.3µm
_01536_,23.295µm
_01540_,23.285µm
_03304_,23.28µm
_05150_,23.28µm
_07105_,23.28µm
memory_stage.dm.ram\[53\]\[4\],23.265µm
memory_stage.dm.ram\[0\]\[14\],23.26µm
_01379_,23.24µm
_03359_,23.24µm
memory_stage.dm.ram\[52\]\[4\],23.24µm
memory_stage.dm.ram\[50\]\[14\],23.225µm
_02915_,23.22µm
_05175_,23.22µm
_06006_,23.22µm
memory_stage.dm.ram\[33\]\[10\],23.22µm
_03236_,23.2µm
_04553_,23.16µm
fetch_stage.thread_pc.t_pc\[0\]\[23\],23.155µm
_01981_,23.145µm
_05327_,23.145µm
_04090_,23.14µm
_05291_,23.14µm
memory_stage.dm.ram\[10\]\[22\],23.14µm
memory_stage.dm.ram\[54\]\[18\],23.14µm
_03341_,23.12µm
_03558_,23.12µm
_04552_,23.12µm
_06081_,23.12µm
mw.read_data_w\[27\],23.12µm
_04271_,23.1µm
fetch_stage.thread_pc.t_pc\[5\]\[14\],23.1µm
_01854_,23.085µm
_03283_,23.08µm
_03748_,23.08µm
de.pc_d\[15\],23.08µm
memory_stage.dm.ram\[61\]\[6\],23.065µm
_03623_,23.06µm
memory_stage.dm.ram\[34\]\[3\],23.06µm
memory_stage.dm.ram\[49\]\[15\],23.06µm
_00831_,23.055µm
_03233_,23.04µm
_04563_,23.02µm
_05411_,23.02µm
_06841_,23.02µm
_03933_,23µm
_04416_,23µm
_05892_,23µm
fetch_stage.thread_pc.t_pc\[0\]\[19\],23µm
_05093_,22.995µm
_01733_,22.965µm
_01734_,22.965µm
memory_stage.dm.ram\[7\]\[17\],22.965µm
_03126_,22.96µm
_03137_,22.96µm
_04022_,22.96µm
_05865_,22.96µm
_05867_,22.96µm
fetch_stage.thread_pc.t_pc\[7\]\[17\],22.96µm
memory_stage.dm.ram\[59\]\[30\],22.96µm
_00843_,22.945µm
_04173_,22.92µm
_04339_,22.92µm
_05277_,22.92µm
_05704_,22.92µm
fetch_stage.thread_pc.t_pc\[2\]\[15\],22.92µm
_05097_,22.9µm
_06140_,22.9µm
_06236_,22.9µm
_03768_,22.88µm
_05112_,22.88µm
memory_stage.dm.ram\[12\]\[17\],22.88µm
_01233_,22.845µm
fetch_stage.thread_pc.t_pc\[2\]\[10\],22.845µm
_04997_,22.84µm
_05384_,22.84µm
memory_stage.dm.ram\[38\]\[5\],22.825µm
_01377_,22.82µm
_06130_,22.815µm
_06462_,22.78µm
_02807_,22.7µm
_03662_,22.7µm
_03715_,22.7µm
_04424_,22.7µm
memory_stage.dm.ram\[12\]\[10\],22.68µm
_03487_,22.66µm
_03626_,22.66µm
_04291_,22.66µm
de.pc_e\[5\],22.66µm
fetch_stage.thread_pc.t_pc\[6\]\[26\],22.66µm
_01877_,22.645µm
_06597_,22.64µm
memory_stage.dm.ram\[10\]\[16\],22.64µm
_04181_,22.635µm
_02808_,22.62µm
_03980_,22.62µm
_04869_,22.62µm
_07355_,22.62µm
memory_stage.dm.ram\[38\]\[8\],22.62µm
_03171_,22.6µm
de.imm_val_e\[19\],22.6µm
_01390_,22.58µm
_06348_,22.58µm
_03068_,22.54µm
_01714_,22.525µm
memory_stage.dm.ram\[11\]\[31\],22.525µm
_03439_,22.52µm
_06289_,22.52µm
_04048_,22.48µm
_05519_,22.48µm
_05664_,22.46µm
memory_stage.dm.ram\[11\]\[2\],22.46µm
memory_stage.dm.ram\[60\]\[26\],22.46µm
fetch_stage.thread_pc.t_pc\[7\]\[23\],22.44µm
memory_stage.dm.ram\[19\]\[13\],22.42µm
_03643_,22.4µm
_05089_,22.4µm
memory_stage.dm.ram\[32\]\[31\],22.4µm
alu_result_m_i\[18\],22.38µm
memory_stage.dm.ram\[27\]\[1\],22.38µm
memory_stage.dm.ram\[5\]\[31\],22.38µm
_03969_,22.36µm
_01251_,22.345µm
_03999_,22.34µm
_06202_,22.32µm
memory_stage.dm.ram\[50\]\[9\],22.3µm
_03099_,22.28µm
_03591_,22.28µm
_04324_,22.28µm
_05576_,22.28µm
_06587_,22.26µm
_04029_,22.24µm
_06091_,22.24µm
memory_stage.dm.ram\[48\]\[23\],22.24µm
memory_stage.dm.ram\[42\]\[20\],22.22µm
_01386_,22.2µm
memory_stage.dm.ram\[33\]\[25\],22.2µm
_03561_,22.18µm
memory_stage.dm.ram\[1\]\[17\],22.18µm
_04070_,22.14µm
_05341_,22.14µm
mw.read_data_w\[23\],22.14µm
memory_stage.dm.ram\[42\]\[23\],22.125µm
memory_stage.dm.ram\[5\]\[21\],22.12µm
decode_stage.rf.rf2_index2\[3\],22.07µm
memory_stage.dm.ram\[40\]\[8\],22.05µm
_03186_,22.04µm
memory_stage.dm.ram\[49\]\[16\],22.04µm
_05350_,22.02µm
memory_stage.dm.ram\[15\]\[11\],22.02µm
memory_stage.dm.ram\[4\]\[14\],22.02µm
_03242_,22µm
_07219_,21.98µm
memory_stage.dm.ram\[60\]\[4\],21.98µm
_01293_,21.96µm
_06693_,21.96µm
_05304_,21.94µm
_05698_,21.94µm
memory_stage.dm.ram\[8\]\[2\],21.94µm
_07282_,21.92µm
memory_stage.dm.ram\[56\]\[29\],21.92µm
_03753_,21.9µm
_04383_,21.9µm
_05995_,21.9µm
mw.result_src_w\[1\],21.9µm
_05266_,21.88µm
_05736_,21.88µm
_06024_,21.88µm
_06260_,21.88µm
_03855_,21.86µm
_06977_,21.86µm
memory_stage.dm.ram\[41\]\[13\],21.84µm
memory_stage.dm.ram\[20\]\[29\],21.835µm
_06550_,21.83µm
_01367_,21.82µm
_01373_,21.82µm
_03314_,21.82µm
_06940_,21.82µm
de.imm_val_e\[25\],21.82µm
_07061_,21.81µm
_03877_,21.78µm
_07242_,21.78µm
em.write_data_m\[29\],21.78µm
_01871_,21.765µm
_06688_,21.76µm
_04519_,21.755µm
_06732_,21.75µm
_03660_,21.74µm
_04231_,21.74µm
_04800_,21.74µm
memory_stage.dm.ram\[6\]\[0\],21.74µm
_00001_,21.72µm
_03864_,21.72µm
memory_stage.dm.ram\[31\]\[14\],21.72µm
_03937_,21.7µm
_06602_,21.7µm
_06887_,21.7µm
memory_stage.dm.ram\[42\]\[11\],21.685µm
memory_stage.dm.ram\[49\]\[5\],21.68µm
_04258_,21.67µm
_07272_,21.66µm
_01855_,21.645µm
_06781_,21.64µm
memory_stage.dm.ram\[58\]\[28\],21.63µm
_06178_,21.62µm
memory_stage.dm.ram\[19\]\[25\],21.62µm
memory_stage.dm.ram\[61\]\[11\],21.62µm
memory_stage.dm.ram\[62\]\[9\],21.62µm
_03027_,21.6µm
_03705_,21.6µm
_03849_,21.6µm
_04491_,21.6µm
_05436_,21.6µm
_04283_,21.585µm
_04828_,21.58µm
_07058_,21.58µm
memory_stage.dm.ram\[11\]\[19\],21.56µm
memory_stage.dm.ram\[38\]\[3\],21.56µm
memory_stage.dm.ram\[9\]\[17\],21.56µm
_03584_,21.54µm
_04802_,21.54µm
_07458_,21.54µm
memory_stage.dm.ram\[14\]\[9\],21.535µm
_03227_,21.52µm
_06408_,21.52µm
_06930_,21.52µm
_06028_,21.5µm
_06754_,21.48µm
de.pc_e\[27\],21.48µm
mw.read_data_w\[5\],21.48µm
_01732_,21.465µm
_04078_,21.46µm
memory_stage.dm.ram\[27\]\[30\],21.46µm
_01289_,21.445µm
_04930_,21.43µm
_03038_,21.42µm
_04905_,21.42µm
_06741_,21.42µm
_07087_,21.4µm
memory_stage.dm.ram\[19\]\[8\],21.4µm
_01469_,21.38µm
_05758_,21.38µm
_06242_,21.38µm
_01502_,21.365µm
_06907_,21.33µm
_03159_,21.32µm
_04204_,21.32µm
_04533_,21.32µm
_06942_,21.32µm
de.pc_e\[6\],21.32µm
mw.read_data_w\[28\],21.32µm
memory_stage.dm.ram\[0\]\[29\],21.3µm
memory_stage.dm.ram\[30\]\[3\],21.295µm
_04923_,21.285µm
_01363_,21.28µm
_03553_,21.28µm
_04101_,21.28µm
_06499_,21.28µm
memory_stage.dm.ram\[1\]\[2\],21.28µm
memory_stage.dm.ram\[33\]\[5\],21.28µm
memory_stage.dm.ram\[4\]\[31\],21.28µm
_03821_,21.26µm
_05108_,21.26µm
memory_stage.dm.ram\[8\]\[8\],21.26µm
memory_stage.dm.ram\[5\]\[4\],21.245µm
_02864_,21.24µm
_03079_,21.24µm
_06691_,21.24µm
de.pc_d\[30\],21.24µm
_01690_,21.22µm
_04122_,21.22µm
memory_stage.dm.ram\[62\]\[16\],21.215µm
memory_stage.dm.ram\[56\]\[15\],21.21µm
_01738_,21.205µm
_03426_,21.2µm
_04525_,21.2µm
_06188_,21.2µm
_07024_,21.2µm
memory_stage.dm.ram\[6\]\[6\],21.18µm
memory_stage.dm.ram\[10\]\[27\],21.145µm
_03147_,21.14µm
_06054_,21.14µm
_06286_,21.125µm
_03572_,21.12µm
memory_stage.dm.ram\[32\]\[30\],21.12µm
_05676_,21.1µm
_07494_,21.1µm
em.pc_plus4_m\[17\],21.1µm
memory_stage.dm.ram\[4\]\[26\],21.1µm
memory_stage.dm.ram\[8\]\[20\],21.1µm
_00696_,21.085µm
_02857_,21.08µm
_04407_,21.08µm
_06208_,21.08µm
_07059_,21.08µm
mw.read_data_w\[30\],21.08µm
memory_stage.dm.ram\[32\]\[26\],21.06µm
memory_stage.dm.ram\[12\]\[14\],21.04µm
_06935_,21.02µm
memory_stage.dm.ram\[14\]\[19\],21.02µm
memory_stage.dm.ram\[25\]\[24\],21µm
_06987_,20.98µm
memory_stage.dm.ram\[37\]\[19\],20.98µm
memory_stage.dm.ram\[23\]\[29\],20.96µm
_03938_,20.94µm
_04562_,20.94µm
_01341_,20.925µm
_06372_,20.92µm
memory_stage.dm.ram\[31\]\[25\],20.92µm
_00857_,20.905µm
fetch_stage.thread_pc.t_pc\[2\]\[13\],20.905µm
_04179_,20.9µm
_06738_,20.9µm
fetch_stage.thread_pc.t_pc\[4\]\[18\],20.9µm
memory_stage.dm.ram\[10\]\[5\],20.9µm
_06885_,20.88µm
_03485_,20.86µm
_03767_,20.86µm
memory_stage.dm.ram\[48\]\[25\],20.86µm
_00698_,20.845µm
memory_stage.dm.ram\[17\]\[27\],20.84µm
memory_stage.dm.ram\[20\]\[14\],20.84µm
memory_stage.dm.ram\[34\]\[25\],20.84µm
memory_stage.dm.ram\[35\]\[23\],20.84µm
_03061_,20.82µm
_03827_,20.82µm
_05992_,20.82µm
_06209_,20.8µm
de.imm_val_e\[21\],20.8µm
memory_stage.dm.ram\[1\]\[25\],20.8µm
_06175_,20.78µm
_04077_,20.76µm
_06931_,20.76µm
